id,SIREN,ANNEE_CREATION,target_delta_1st_round,NAME,TAGLINE,ZIPCODE,HQ REGION,HQ COUNTRY,HQ CITY,TEAM (EDITORIAL),target_total_funding,fundoing_new,LAST FUNDING,LAST FUNDING DATE,FIRST FUNDING DATE,B2B/B2C,REVENUE MODEL,10_launch_year,11_industry_simplified,INDUSTRIES,SUB INDUSTRIES,DELIVERY METHOD,GROWTH STAGE,VALUATION (EUR),VALUATION DATE,target_rounds,FOUNDERS,0_founders_number,6_was_1_change_founders,FOUNDERS STATUSES,5_has_female,5_bis_mixte?,FOUNDERS GENDERS,FOUNDERS ACADEMIC BACKGROUND,FOUNDERS YEARS OF EDUCATION,4_phd_founder,FOUNDERS HAS A PHD,7_MBA,FOUNDERS HAS A MBA,FOUNDERS HIGHEST DEGREE YEAR,FOUNDERS UNIVERSITIES,FOUNDERS COMPANY EXPERIENCE,FOUNDERS LINKEDIN,FOUNDERS - TOP 25 PAST FOUNDERS,FOUNDERS - TOP 25 UNIVERSITIES,FOUNDERS EXPERIENCE,FOUNDERS FOUNDED COMPANIES TOTAL FUNDING,FOUNDERS IS SERIAL,3_one_founder_serial,3_one_founder_was_serial_at_creation,IS FOUNDERS FIRST COMPANY,LISTS,PRIVATE LISTS,COMPANY STATUS,ALL TAGS,FOUNDERS ESTIMATED AGE,FOUNDERS POSITION,CEO,CEO SINCE,2_ceo_profile,8_age_moyen,CEO ESTIMATED AGE,CEO ACADEMIC BACKGROUND,1_ceo_serial,NUMBER OF ALUMNI FOUNDERS THAT RAISED > 10M,NUMBER OF ALUMNI EUROPEAN FOUNDERS THAT RAISED > 10M,TECHNOLOGIES
9209,483185807,5/7/2005,17,SoftBank Robotics Europe,"Humanoid robotics, robot related products and services",75015,Europe,France,Paris,"Alec Lafourcade-Jumenbo (Executive Vice President Chief Technology Officer);Qingyi Le Lay (Executive Vice President Business Development);Fumihide Tomizawa (CEO,President)",233.04,10,214.55,jun/2015,Jan-07,business;consumer,manufacturing,2005,électronique,robotics,,online,late growth stage,858181818-1287272727,jun/2015,4,Bruno Maisonnier,1,1,past,0,0,male,engineer,7,0,no,0,no,1981,École Polytechnique,corporate,,,,18,,yes,1,0,yes,"Companies based in EU, valuation between €500mil and €5Bn;missed_deeptech",My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;bvd_v1;bvd_v2;My saved companies;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;bvd_matching_oct_2020;Import App Links;SoET;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,acquired,robotics;product;retail;innovation radar;adventure;elderly care;robotic;search engine;business;consumer;manufacturing,#N/A,CEO,Xavier Lacherade,2019,engineer,#N/A,#N/A,Institut Français de Mécanique avancée ,0,1,1,recognition technology;computer vision;artificial intelligence;deep tech;hardware
73598,534948617,14/9/2011,8,Ynsect,"Farms insects to make high-quality, premium natural ingredients for aquaculture and pet nutrition",91000,Europe,France,Évry,"Antoine Hubert (CEO,Chairman);Jean-Gabriel Levon (Vice President);Alexis Angot (Co-Founder);Fabrice Berro (Director);Nathalie Berezina (CTO,CSO)",214.23,10,59.09,oct/2020,Jun-12,business,manufacturing,2011,autres,food,innovative food;agritech,offline,late growth stage,568181818.2,oct/2020,10,Antoine Hubert;Jean-Gabriel Levon;Fabrice Berro;Alexis Angot,4+,0,current;current;current;current,0,0,male;male;male;male,engineer;mixte;engineer;mixte,4;#N/A;#N/A;4,0,no;no;no;no,1,no;no;no;yes,2006;#N/A;#N/A;2008,AgroParisTech;École Polytechnique&HEC;Ensimag;ESSEC,mixte;corporate;#N/A;#N/A,https://www.linkedin.com/i#N/Alexisangot/;https://www.linkedin.com/in/fabrice-berro-0b6b8570/,no;no,no;no,6;2;#N/A;#N/A,214227272;214227272,yes;no;no;no,1,1,no;yes;yes;yes,"European AgriTech;Reducing food waste in Europe;Vivatech Future Unicorns ;Next40;Alternative Protein;Impact Startups;French Tech 120;Insect-focused Foodtech Startups;European foodtech landscape;Companies based in EU, valuation between €500mil and €5Bn",My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Europe;Stripe Companies;Novel Farming;Potential Unicorns;Company of my interest;Top 100 European Companies;100 top French startups you need to know;Top French startups to watch in 2020;Insectes;Top European Companies;Crédit Agricole;Listing Hors Village;Sony: Food Tech request;My saved companies;Client CA;Agritech - Novel Farming Systems;ynsect;French companies;CleanTech_ScaleUps;Future unicorns in Europe;Coronavirus: Hottest Startups in Paris;French Tracker;My saved companies;Atomico 13/07/2020;Agri;My saved companies;DATA344;Bpifrance DeepTech List v3;BPI v5;My saved companies;My saved companies;My saved companies;bvd_2019_pred;bvd_matching_oct_2020;rounds check;deeptech;guessing9400;Future Foods;bvd_companies_oct;pl_techstack_2020_11_24_success;Greentech Bpifrance;My saved companies,operational,food;health supplements;insect;primary production;novel farming;farming;missionfrenchtech;sustainable development goals;core sustainable impact;animal feed;industrial automation;nutrition;alternative protein;aquaculture;pet food;zero hunger (#2);affordable and clean energy (#7);sustainable cities and communities (#11);climate action (#13);business;manufacturing,#N/A;#N/A;#N/A;#N/A,CEO;co-fonder;co-founder;co-fonder,Antoine Hubert,2011,engineer,#N/A,#N/A,AgroParisTech,0,,,
10427,537455982,18/10/2011,17,Aledia,Develops and manufactures innovative light-emitting diodes (LEDs) based on a unique 3D architecture,38000,Europe,France,Grenoble,"Giorgio Anania (CEO,Chairman);Philippe Gilet (CTO);Xavier Hugon (COO);Jiong Ma (Boards of Directors);Sophie Paturle (Boards of Directors);Ivan-Christophe Robin (CTO);Bernhard Stapp (Independent Director)",170.75,10,80,oct/2020,Apr-13,business,manufacturing,2011,électronique,semiconductors,,offline,late growth stage,320000000-480000000,oct/2020,7,Philippe Gilet;Giorgio Anania;Xavier Hugon,3,0,current;current;current,0,0,male;male;male,engineer;university;#N/A,4;7;#N/A,1,no;yes;#N/A,0,no;no;#N/A,1993;1982;#N/A,Paris-Sud University;Princeton University;#N/A,research;corporate;corporate,https://www.linkedin.com/in/philippe-gilet-9a68a825/,no,no,20;29;24,170749090,no;yes;no,1,1,yes;no;yes,French Tech 120;European energy startups;EIC - Winners October 2019 - October 2020;Initial Companies - EIC Fund;Deep tech spin-offs,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;Christians leads;100 top French startups you need to know;New Matches France 2019;New Matches 2019 Christian;Laser final list;French companies;TS1 Morphais;TS1-ValSubset1;TS1 sublist 2;Morphais Joined List;EIC List for Public Accelerator;The List for Vittorio to test autofill;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;Startups FTAlps;My saved companies;bvd_2019_pred;EIC Oct2020;bvd_matching_oct_2020;deeptech;SoET;My saved companies;Job model sample list;guessing9400;flying whales;bvd_companies_oct;pl_techstack_2020_11_24_success;Greentech Bpifrance,operational,semiconductors;display screen glass;light-emitting diode;3d architecture;business;manufacturing,#N/A;#N/A;#N/A;#N/A,CTO;CEO;co-founder,Giorgio Anania,2011,business,#N/A,#N/A,Princeton University,1,,,nanotech;3d technology;deep tech;hardware
30708,502155682,12/2/2008,56,Devialet,Manufactures high-end audio hardware,,Europe,France,Paris,"Quentin Sannié (CEO,Co-Founder);Emmanuel Nardin (Product & Design director);Mathias Moronvalle (CTO);Pierre-Emmanuel Calmel (Owner);Franck Lebouchard (CEO);Romain Salzman (Phantom Project Manager);Maurizio Bandi (Director of Business Development US);Christophe Amigorena (CSO);François Ruault (CMO,CSO)",151.45,10,16,apr/2019,Nov-12,consumer,manufacturing,2007,autres,music;home living,,online,late growth stage,500000000,apr/2019,6,Quentin Sannié;Mathias Moronvalle;Pierre-Emmanuel Calmel;Emmanuel Nardin,4+,1,past;past;current;current,0,0,male;male;male;male,university;engineer;engineer;mixte,4;#N/A;#N/A;7,0,no;#N/A;#N/A;no,0,no;no;no;no,1986;1995;1994;1988,Université Paris Dauphine;Supélec;École nationale supérieure de l'Éléctronique et de ses Applications;École supérieur de Design Industriel,,#N/A;https://www.linkedin.com/in/mathiasmoronvalle/,no;no,no;no,17;12;#N/A;18,151454545;151454545,no;no;#N/A;#N/A,0,0,yes;yes;#N/A;#N/A,Next40;French Tech 120,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;My saved companies;My saved companies;My saved companies;Client CA;Future unicorns in Europe;Morphais Dataset B;Top european Angels investments;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;bvd_matching_oct_2020;Import App Links;rounds check;SoET;guessing9400;bvd_companies_oct;pl_techstack_2020_11_24_success;My saved companies,operational,music;home living;audio;delivery;risk management;acoustics;luxury;sound technology;speaker;consumer;manufacturing,#N/A,CEO;CTO;co-founder;co-founder,Franck Lebouchard,2018,business,#N/A,#N/A,HEC Paris,1,,,hardware
4446,512955089,5/6/2009,6,Scality,Allows businesses to easily manage their databases in the cloud,94104,USA and Canada,United States,San Francisco,"Guillaume Meulle (Board of Director);Renaud Poulard (Board of Director);Jerome Lecat (CEO);Jerome LECAT (CEO);Bradley King (Co-Founder,Chief Architect);Daniel Binsfeld (Co-Founder,VP Customer Services & Co-founder);Giorgio Regni (CTO);Philippe Mechanick (CFO);Nicolas HUMBERT (Software Engineer);David Savage (Vice President Americas Sales at Scality)",141.23,10,48.5,apr/2018,Jan-10,business,saas,2009,numérique,enterprise software,,saas/webapp,late growth stage,194000000-291000000,apr/2018,8,Serge Dugas;Bradley King;Daniel Binsfeld;Jerôme Lecat;Giorgio Regni,4+,1,past;current;past;current;current,0,0,male;male;male;male;male,business;engineer;engineer;mixte;engineer,9;9;5;5;#N/A,1,no;yes;no;no;no,1,yes;no;no;no;no,1983;1987;1995;1999;2003,National Conservatory of Arts and Crafts (CNAM);University of Michigan;EPITA;INSEAD;Institut national des Sciences appliquées de Toulous,corporate;mixte;corporate;startup;research,https://www.linkedin.com/in/serge-dugas-91403b1/;http://www.linkedin.com/pub/brad-king/0/5b2/2a8;http://www.linkedin.com/pub/daniel-binsfeld/0/b6/218,no;no;no,no;no;no,27;23;15;16;7,141227272;141227272;141227272,no;no;no;yes;no,1,1,yes;yes;yes;no;yes,French Tech 120,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;Saved recommendations;Morphais Dataset B;Atomico 13/07/2020;LGT companies;LGT - Final Matched Companies;LGT - Companies - 13/08/2020;Bpifrance DeepTech List v3;BPI v5;LGT - Companies - 20/10/2020;morphais_10112020_list_2;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December,operational,enterprise software;storage;cloud storage;backup;cloud services;ft 1000;social;investing;navigation;risk management;back office;developer tools;entertainment;infrastructure services;saas;business,#N/A,co-founder;CTO;co-founder;CEO;CTO,Giorgio Regni,2010,engineer,#N/A,#N/A,Institut national des Sciences appliquées de Toulouse,0,,,hardware
923252,801172834,12/3/2014,16,DNA Script,Producing synthetic DNA through natural enzymes,94270,Europe,France,Le Kremlin-Bicètre,"Sylvain Gariel (Co-Founder,COO);Thomas Ybert (CEO,Co-Founder)",101.41,10,45.45,jul/2020,Aug-15,business,manufacturing,2014,santé,health,biotechnology,,late growth stage,181818181-272727272,jul/2020,7,Sylvain Gariel;Xavier Godron;Thomas Ybert,3,0,current;current;current,0,0,male;male;male,mixte;engineer;engineer,5;#N/A;8,1,no;no;yes,0,no;no;no,2012;#N/A;2010,Mines de Paris;MINES ParisTech;École Polytechnique,consulting;research;research,https://www.linkedin.com/in/sylvain-gariel-21455735/;https://www.linkedin.com/in/xaviergodron/;https://www.linkedin.com/in/thomasybert/,no;no;no,no;no;no,8;#N/A;8,101409090;101409090;101409090,no;no;no,0,0,yes;yes;yes,Valuer's Best MedTech Startups in Europe;French Tech 120;missed_deeptech,Quizz France;100 top French startups you need to know;Biotech deeptech;List of companies waiting for Everest;New_List;Future unicorns in Europe;Reach out list;Atomico 13/07/2020;EIC List for Public Accelerator;IL Management;bvd_v2;My saved companies;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;EIC Oct2020;bvd_matching_oct_2020;rounds check;morphais_10112020_list_3;guessing9400;bvd_companies_oct,operational,health;dna;enzymes;medical;therapeutics;biotechnology;genetics;synthetic biology;genome engineering;medical technology;life science;agritech;alternative protein;organs;business;manufacturing,#N/A,co-founder;CTO;CEO,Thomas Ybert,2014,engineer,#N/A,#N/A,École Polytechnique,0,,,deep tech;nanotech
886347,812878742,15/7/2015,2,Exotec,Mobile robots to help in warehouse management,59170,Europe,France,Croix,Romain Moulin (CEO);Renaud Heitz (CTO);Jean-Gérard Galvez (Member of the Strategic Committee);Gilles Baulard (CSO),100.12,10,81.82,sep/2020,Oct-15,business,manufacturing,2015,électronique,robotics,,,late growth stage,327272727-490909090,sep/2020,6,Romain Moulin;Renaud Heitz,2,0,current;current,0,0,male;male,engineer;engineer,4;3,0,no;no,0,no;no,2004;2006,École nationale supérieure de l'Aéronautique et de l'espace;MINES ParisTech,mixte;research,,,,11;10,,no;no,0,0,yes;yes,French Tech 120;missed_deeptech,Sony Autonomous Delivery and Warehousing;Stripe Companies;Sony: B2B Warehousing;Top 10 French startups to watch in 2018;PG -France  / Iris;French startups;Industry 4.0;MissionFrenchTech;French companies;Saved recommendations;Industry 4.0;cleantechs for Russia;Warehouse Robotics;bvd_v1;My saved companies;bvd_v2;Bpifrance DeepTech List v3;BPI v5;My saved companies;bvd_2019_pred;Euratechnologies;rounds check;SoET;guessing9400;bvd_companies_oct;Speedinvest report - IIoT,operational,robotics;supply chain management;industrial automation;warehousing;retail;missionfrenchtech;robotic;logistic;inventory management;industrial technology;industrial robotics;logistics tech;warehouse automation;business;manufacturing,#N/A,CEO;CTO,Romain Moulin,2015,engineer,#N/A,#N/A,École nationale supérieure de l'Aéronautique et de l'Espace,0,,,autonomous & sensor tech;recognition technology;hardware;computer vision;iot internetofthings;machine learning;deep tech;artificial intelligence
1660465,841489123,31/7/2018,18,Kineis,Offers tomorrow's IoT network connectivity,31520,Europe,France,Ramonville-Saint-Agne,Alexandre Tisserant (CEO),100,10,100,feb/2020,Feb-20,business,,2018,électronique,telecom;semiconductors,,,early growth stage,400000000-600000000,feb/2020,1,Christophe Vassal,1,0,current,0,0,male,engineer,#N/A,0,no,0,no,1983,École nationale supérieure des techniques avancées de Paris,reserch,,,,#N/A,,#N/A,#N/A,#N/A,#N/A,"Companies based in EU, valuation between €500mil and €5Bn",My saved companies;Future unicorns in Europe;Industry 4.0;bvd_v2;Florin SPACEE;Bpifrance DeepTech List v3;BPI v5;check for industrial tech;employee fix;bvd_2019_pred;bvd_matching_oct_2020;SoET;extrapolating580;guessing9400;bvd_companies_oct;My saved companies;pl_techstack_2020_11_24_success,operational,telecom;semiconductors;vivatech2019;aerospace;information technology;space tech;space technology;business,#N/A,#N/A,Alexandre Tisserant,2019,engineer,#N/A,#N/A,École Polytechnique,0,,,deep tech;iot internetofthings
973446,817666217,15/12/2015,10,Dynacure,A biotechnology company developing new treatments for patients affected by serious orphan disorders,67400,Europe,France,Illkirch-Graffenstaden,Stephane van Rooijen (CEO),97,10,50,apr/2020,Nov-16,consumer,manufacturing,2016,santé,health,biotechnology,,early growth stage,200000000-300000000,apr/2020,3,Stéphane Van Rooijen,1,0,current,0,0,male,mixte,#N/A,0,no,1,yes,#N/A,KU Leuven,mixte,,,,12,,no,0,0,yes,French Tech 120,100 top French startups you need to know;Future unicorns in Europe;Startups;Atomico 13/07/2020;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;hvenus_lisy;bvd_matching_oct_2020;bvd_companies_oct,operational,health;disorders;biotechnology;consumer;manufacturing,#N/A,CEO,Stéphane Van Rooijen,2016,mixte,#N/A,#N/A,KU Leuven,1,,,
962211,794660209,31/7/2013,37,HiFiBiO Therapeutics,"Discovering novel, differentiated therapeutic antibodies against complex targets. ",75014,Europe,France,Paris,"Colin Brenan (Business Development,Senior Vice President,Chief Technology Officer and Senior Vice President,Chief Technology Officer);Robert Nicol (Co-Founder);Liang Schweizer (CEO,Co-Founder);Jeff He (Co-Founder,COO)",95,10,60.91,aug/2019,Sep-16,business,saas,2013,santé,health,biotechnology,,late growth stage,243636363-365454545,aug/2019,3,Robert Nicol;Liang Schweizer;Jeff He,3,0,current;current;current,1,2,male;female;male,engineer;university;university ,#N/A;10;14,1,yes;yes;no,1,no;no;yes,2009;1999;2001,"Massachusetts Institute of Technology,University of Houston;Zurich University of Applied Science (ZHAW),University of Minnesota-Twin Cities,University of Science and Technology of China;Emory University,Zhejiang University",corporate;corporate;corporate,https://www.linkedin.com/in/robert-nicol-62a193/;https://www.linkedin.com/in/liangschweizer/;https://www.linkedin.com/in/jeff-he-268486/,no;no;no,yes;no;no,21;19;16,95000000;95000000;95000000,yes;yes;yes,1,0,yes;yes;yes,,100 top French startups you need to know;Future unicorns in Europe;TS1 Morphais;TS1 sublist 2;Morphais Joined List;Morphais Dataset B;French Female Founders;bvd_v1;bvd_v2;Bpifrance DeepTech List v3;BPI v5;bvd_2019_pred;bvd_matching_oct_2020;morphais_10112020_list_3;SoET;guessing9400;bvd_companies_oct,operational,health;dna;genetics;pharmaceutical;microfluidics;therapeutics;business;saas,#N/A,co-founder;CEO;CTO,Liang Schweizer,2017,scientific,#N/A,#N/A,"University of Zurich,University of Minnesota",1,1,,
394802,802493742,6/5/2014,15,Therachon,Develops treatments for serious genetic diseases,,Europe,Switzerland,Basel,"Luca Santarelli (CEO);Tom Woiwode (Managing Director,Chairman,Chairman & Managing Director);Richard Porter (COO)",90.36,10,304,may/2019,Sep-15,business,manufacturing,2014,santé,health,biotechnology,offline,seed stage,304000000,may/2019,4,Elvire Gouze,1,1,past,1,1,female,mixte,6,1,yes,0,no,1999,Université Henri Pointcaré (Nancy I),research,https://www.linkedin.com/in/elvire-gouze-33279b66/,no,no,14,110363636,yes,1,0,yes,,"My Old Favorites - Companies;My Old Favorites - Companies;health, or not? ;LGT companies;LGT - Final Matched Companies;LGT - Companies - 13/08/2020;bvd_v1;bvd_v2;LGT - Companies - 20/10/2020;bvd_matching_oct_2020;morphais_10112020_list_3;bvd_companies_oct;pl_techstack_2020_11_24_success;FemTech (DE);Liste DeepTech de Noel;Liste DeepTech Bpifrance December",acquired,health;treatment;medical / healthcare;biotechnology;disease;investing;banking;cardiology;surgery;neurology;community;genetics;therapy;business;manufacturing,#N/A,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,
34258,791862618,11/3/2013,#NUM!,Shift Technology,Fraud-detection technology designed for insurance industry,75012,Europe,France,Paris,"Arnaud Grapinet (Chief Data Scientist);Jeremy Jawish (CEO,Co-Founder);Virginie HAAS (Chief Revenue Officer);Mathieu Le Floch (Chief Data Scientist);Eric Sibony (Co-Founder,CSO);David Durrleman (CTO,Co-Founder);Alice Schoenauer Sebag (Senior Data Scientist);Pauline Jubin (Executive Vice President);Thomas Belhalfaoui (Data Scientist);Stephanie Steel (Director of Product Marketing);Daba Kevin Coulibaly (Web Developer);Jessica Djeziri;MALIK-LACKO Bruno (Chief Data Scientist);Maxime Paul (Chief Data Scientist);Jerome Razniewski (Chief Information Security Officer);Abdulaziz Rashed (CEO);Peter Haslebacher (COO)",89.3,10,53,mar/2019,Mar-13,business,saas,2013,numérique,security;fintech,identity & access;insurance,saas/webapp,late growth stage,212000000-318000000,mar/2019,7,Jeremy Jawish;Eric Sibony;David Durrleman,3,0,current;current;current,0,0,male;male;male,business;engineer;engineer ,4;4;4,0,no;no;no,0,no;no;no,2012;#N/A;2007,"Pierre and Marie Curie University (Paris VI),École Polytechnique;École Polytechnique,Pierre and Marie Curie University;Parisian Master of Research in Computer Science (MPRI),Ecole Normale Supérieure",mixte;other;other,https://www.linkedin.com/in/jeremy-jawish/;https://www.linkedin.com/in/eric-sibony-94178949/;https://www.linkedin.com/in/daviddurrleman/,no;no;no,no;no;no,5;2;5,89295454;89295454;89295454,no;no;no,0,0,yes;yes;yes,Vivatech Future Unicorns ;Next40;European Fintech Landscape;Techscale200;French Tech 120;missed_deeptech,My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;My Old Favorites - Companies;Stripe Companies;Lakestar - AI;Targets;Insurtech exploration;old Insight Ventures - companies;old Insight Ventures - companies;Insight Ventures - companies;EmpChartIssue;Top 100 European Companies;100 top French startups you need to know;Discarded recommendations;MissionFrenchTech;My saved companies;Top French startups to watch in 2020;Top Paris startups to know in 2020;AI Landscape by tech;My saved companies;AI by industry;My saved companies;My saved companies;test;My saved companies;French companies;Future unicorns in Europe;Julia-pointninecap;Armenia investor portoflio import #1;TS1 Morphais;TS1-ValSubset1;TS1 sublist 2;Coronavirus: Hottest Startups in Paris;French Tracker;My saved companies;Morphais Joined List;LGT Lightstone Insuretech;My saved companies;Atomico 13/07/2020;BCG Fintech Research;bvd_v2;My saved companies;BPI v5;Fraud;AI Europe;bvd_2019_pred;bvd_matching_oct_2020;rounds check;My saved companies;morphais_10112020_list_3;SoET;guessing9400;bvd_companies_oct;pl_techstack_2020_11_24_success;insuretech_mckinsey_14_12_2020;My saved companies,operational,security;fintech;analytics;saas;insurance;insurtech;navigation;compliance;techscale200;missionfrenchtech;automated technology;cybersecurity;fraud management;regtech compliance;fraud;business,#N/A,CEO;CSO;CTO,Jeremy Jawish,2013,scientific,#N/A,#N/A,"Marie Curie University, École Polytechnique ",0,,,big data;deep tech;machine learning;artificial intelligence
